,user_id,state,review_count
1,6e9rJKQC3n0RSKyHLViL-Q,ON,1
0,wQ0lKC5BMg3ZvCco8FI1EQ,NV,2
1,wQ0lKC5BMg3ZvCco8FI1EQ,ON,1
0,ryf4jg4g3xweyIjkGOY3vg,NV,13
0,i7dva-DqwjyAtLVc2idhNA,QC,36
0,U4INQZOPSUaj8hMjLlZ3KA,AB,19
1,U4INQZOPSUaj8hMjLlZ3KA,AZ,105
2,U4INQZOPSUaj8hMjLlZ3KA,NV,856
3,U4INQZOPSUaj8hMjLlZ3KA,OH,24
4,U4INQZOPSUaj8hMjLlZ3KA,ON,17
5,U4INQZOPSUaj8hMjLlZ3KA,PA,10
6,U4INQZOPSUaj8hMjLlZ3KA,QC,16
7,U4INQZOPSUaj8hMjLlZ3KA,WI,10
0,W1AFbtC37Q1RzdrKS51NmQ,NV,166
0,-oHBgKNC6xGHIGdoZW3ReQ,AZ,19
0,eBfQ8ABqB7PJ1yl8d6Ll3w,NC,8
1,eBfQ8ABqB7PJ1yl8d6Ll3w,NV,2
0,88lh7M1G24zM_ALekJ8mzQ,NV,5
0,KUmin6YNvQZVdrhVED7GAQ,NV,15
0,B4GZ3kX1TpxJUCkpPqYqng,ON,16
1,B4GZ3kX1TpxJUCkpPqYqng,QC,4
0,on3cA28Qu-Eh50IuS2iq6w,NV,5
0,XkLK2iBsgqF6mWwDfRgqqQ,NV,7
1,XkLK2iBsgqF6mWwDfRgqqQ,ON,2
0,0shsnwv_bUseoK0AMAlRRw,NV,12
0,SaWQOZm3N43fkJh82glIMQ,NV,1
0,vGDII1284LVonpfLUN6nTA,AZ,4
0,Ar3bat-NGasrXDiS7WF8OA,NV,45
0,LRWg8McG8i9iCY4SOmpa-Q,AZ,1
0,t-CgepilG9t8fpHBdt284w,AZ,1
0,fmPko8NeSgKpb5YwhLJ_gg,NV,12
0,0caEeLnTD7qENhy4wmUFXg,AZ,9
1,0caEeLnTD7qENhy4wmUFXg,NV,6
0,E0TsnBuNAOSnXKiLe18l1A,NV,1
0,SNQcE_Bc0QAbxFu5F1dTzw,AZ,74
1,SNQcE_Bc0QAbxFu5F1dTzw,NV,4
0,KRAGCgnAC0Lmw9YaVSqY7w,AZ,1
0,Fw4UjJ6yBeyPB27Y4wwEUQ,NV,13
0,jVvKhFgCTW0PgkMbiCkp3A,AZ,13
0,4i4lyXBigT2HShIjw7TbDw,NV,1
0,B2CkkEX341HLK3zbn3qcgQ,NV,1
0,fRJpK_b0rrjpBgRZjvfvgA,NV,15
0,ethmTQIejtNt715NYme53g,NV,2
0,xZAmw5gihOVO4duMN2Ju6Q,AZ,40
1,xZAmw5gihOVO4duMN2Ju6Q,NV,6
0,QFrfQw7FH96Vk6PFxxTLcA,AZ,41
1,QFrfQw7FH96Vk6PFxxTLcA,NV,2
2,QFrfQw7FH96Vk6PFxxTLcA,WI,4
0,NNgQ8fV5ARQgHw-Ob7l50A,NC,2
1,NNgQ8fV5ARQgHw-Ob7l50A,NV,27
2,NNgQ8fV5ARQgHw-Ob7l50A,PA,4
0,i_EASSNcEqc1JrfdBjBeVw,NC,36
1,i_EASSNcEqc1JrfdBjBeVw,SC,3
0,lConjPFTZqz4zWELK_EJtw,AZ,6
1,lConjPFTZqz4zWELK_EJtw,NV,20
0,Hl06-Y6fqMRvfbBJ6qmDOA,PA,24
0,GYMIDghm2k7gSTpyKNid1Q,NV,5
1,GYMIDghm2k7gSTpyKNid1Q,ON,1
0,nhtRcOjuycPLDhXXb2MVRA,NV,2
0,F78tJHr0qW6FsYBtWMmLpA,AZ,93
1,F78tJHr0qW6FsYBtWMmLpA,NV,3
0,updNAUcQkI9wm2yNoRNubQ,NV,6
0,Xj0O2l0bp633ebmG468aZw,AZ,16
1,Xj0O2l0bp633ebmG468aZw,NC,1
2,Xj0O2l0bp633ebmG468aZw,NV,32
0,TUE3NJYN4i7xyGVSIXMLvw,AZ,5
0,FDw1j4PYezkEkddd1phDmg,ON,6
0,w3izOrjKX12NYJAdexrOsg,NV,30
0,g11pINYljdiVORUO7RrrCQ,NV,4
0,brmbal-AJr5L27KrlbQgAQ,NV,1
0,iuKdlVt549hc2Kd9_tYepg,NV,7
0,K5CPsHcpLD68PPzkE7nF9w,AZ,17
1,K5CPsHcpLD68PPzkE7nF9w,NV,1
0,QTeq4wLhXlN4Dr0obpLnbQ,AZ,1
1,QTeq4wLhXlN4Dr0obpLnbQ,NV,30
0,kCVPl2RumlSgSDx9PMfXDA,AZ,102
1,kCVPl2RumlSgSDx9PMfXDA,NV,2
0,--AujbGl6SYRaY8SFVNHXA,NV,2
0,HMIHCfW-2E4av8vmqM_UUg,AZ,6
1,HMIHCfW-2E4av8vmqM_UUg,QC,5
0,Vs-fFQcrtPITzzkmnIaiBg,AZ,14
0,JE_HzclJaZ0TDWe3H7xrXQ,AZ,1
0,WaFTs38t1srzwc9ay3UPHg,AZ,4
1,WaFTs38t1srzwc9ay3UPHg,PA,1
0,C4SYuh95-rlwCnCu0ZOD3w,AZ,2
1,C4SYuh95-rlwCnCu0ZOD3w,NV,1
0,wHtx8iF8FZNPaUWycSYtXQ,NV,6
0,b109TYwaSVckKYq2tO970Q,NC,8
1,b109TYwaSVckKYq2tO970Q,NV,1
0,g1tPhTPyHzsVGeOZZuTsyQ,NV,2
0,yK_WOwDLP8c87hNXVWZBhg,AZ,2
1,yK_WOwDLP8c87hNXVWZBhg,NV,2
0,T8LqkYbwMPZmvXSsUfN8sQ,AZ,192
1,T8LqkYbwMPZmvXSsUfN8sQ,NV,2
0,yH3Jyu5vRTAJ8uMAD2bLGQ,AZ,132
1,yH3Jyu5vRTAJ8uMAD2bLGQ,NV,28
0,7Uzi_1wXyNAwM5790xilZg,NV,2
0,IDuBHrBIU2U_n9YGtZze5A,AZ,15
0,N7j53CF73YsOTeGJXUR1AQ,AZ,6
0,AFKRid_wmgxyCKpnX4G30Q,AZ,1
0,WWWujmZ95y0a2RR5_kQ9sw,AZ,1
1,WWWujmZ95y0a2RR5_kQ9sw,NC,11
2,WWWujmZ95y0a2RR5_kQ9sw,NV,12
0,5fX9IC0SYx6oivxms2yKfQ,NV,6
0,HYQoxBC1y1DGPq6pGP09Tw,AZ,5
1,HYQoxBC1y1DGPq6pGP09Tw,NV,25
0,vRjVhl3ONG2GfWY4NXJZbQ,NV,45
0,P4XUvN_8alI6dpTC_3LMkg,NV,33
0,NO5e0WtLAOYcjheLU6OEVg,NV,20
0,wGGdj_gh-wwejcYmjf_tbw,NV,12
1,wGGdj_gh-wwejcYmjf_tbw,OH,2
0,G4_EBpy_r83IokelrewT0g,NV,1
0,X5zUOODS4WaBUcz4HJGm9g,NC,1
1,X5zUOODS4WaBUcz4HJGm9g,OH,1
0,qpZ1_hkpjI91HLHWFO1x4A,OH,17
0,qSymKMc9KMMR1_XkM6JA1g,NV,22
0,vsEKggF72NhkWeFIgGxnaA,NV,12
0,kSXl89kfPCKtcWGj0Oi0uA,IL,51
0,TlL6mB9iPefKcc12Kbz9kg,NV,2
1,TlL6mB9iPefKcc12Kbz9kg,ON,1
0,qK4VPfpK04tFkvjsgEIxmA,NV,1
0,TXnuPEDSNwIPSSndL2uiKw,AZ,1
0,HbyHhB6WOSQjU-JYwED9Ww,NV,5
0,vfPUBDkKsWBb2YOKXG8r5w,PA,31
0,8v9UonJR7qQPsPMJ-QsTAg,NV,2
0,gRtIqKlpP_YNp45x-MmeQQ,AZ,10
1,gRtIqKlpP_YNp45x-MmeQQ,NV,10
0,DpuA3gpVnQWiiZsNQ8aFKw,NC,1
1,DpuA3gpVnQWiiZsNQ8aFKw,NV,5
0,ryPjpbhGIQWnKGeF3QwUSA,NV,1
0,gBAqErHqPKKT6V1sOFZk0Q,AZ,9
1,gBAqErHqPKKT6V1sOFZk0Q,NV,2
0,pN38qLn5hEKQ77IyjytN-g,AZ,1
0,a-WWz_-O2IPXeSrEcl6FpQ,OH,5
1,a-WWz_-O2IPXeSrEcl6FpQ,PA,1
0,7PgSNXkuu8tosILS2OqCOA,AZ,17
0,kXdq_tyzV1RbgsjRLyy_yA,AZ,2
1,kXdq_tyzV1RbgsjRLyy_yA,NC,8
2,kXdq_tyzV1RbgsjRLyy_yA,NV,7
3,kXdq_tyzV1RbgsjRLyy_yA,SC,6
0,L9ZJpCQgXzfNXiJI9ahyZw,AZ,2
1,L9ZJpCQgXzfNXiJI9ahyZw,NC,1
2,L9ZJpCQgXzfNXiJI9ahyZw,OH,59
3,L9ZJpCQgXzfNXiJI9ahyZw,PA,17
4,L9ZJpCQgXzfNXiJI9ahyZw,SC,1
0,kYzcmzwXRLkPgfnX5EMK3Q,NV,8
0,jX7n6KfNZ22kBh6AHhxRbA,NV,117
0,l1jYrj9DvTe4t92kGEH3BQ,NV,10
0,HmhGrCun9i6ICf_5C9Xwbg,WI,1
0,15uqIhi9UdlYJTW3OiZrPQ,ON,1
0,cn-RDjSKQ5xR8HL_8tYXyw,AZ,13
1,cn-RDjSKQ5xR8HL_8tYXyw,NV,1
0,LNPyE5X1K5B_flcTCH9StQ,AZ,3
1,LNPyE5X1K5B_flcTCH9StQ,NV,211
0,Rzb1Xz2W6ruoLrDz6uZC9g,AZ,30
0,EabxeG8lOVaWHrRJYHDrIA,AZ,79
0,vlITGEDCNwuFj47QZGgY2w,NV,3
0,z0_DSeiCJgTkyMFiW4d9Rw,NV,14
0,1kr9EZFV3T_l-8KBkfPo5Q,NV,27
1,1kr9EZFV3T_l-8KBkfPo5Q,QC,12
0,0cyp4yH4XUkOKcQuP3_G7A,AZ,1
1,0cyp4yH4XUkOKcQuP3_G7A,NV,20
0,c7fb0XUAQvd7DJJ6ok5spQ,NV,14
0,DC3dWmmiExUeil94ns4TDg,NV,9
1,DC3dWmmiExUeil94ns4TDg,ON,1
0,UH6RCH9K1o2VW3CU8PY5iQ,NV,18
1,UH6RCH9K1o2VW3CU8PY5iQ,QC,7
0,Xnt8YuIWXECp8brKKEhM5g,NV,2
1,Xnt8YuIWXECp8brKKEhM5g,OH,12
0,foCj2hDfH84WGwglfAbDVA,ON,79
0,7LdYeJSFBBTcWGkW-BcWFg,AZ,1
1,7LdYeJSFBBTcWGkW-BcWFg,ON,2
0,5-LXxNNX8hH0Qk16BlPU3A,NV,39
1,5-LXxNNX8hH0Qk16BlPU3A,OH,6
0,rqb5abV146wcU-Z7JxfEIQ,NV,68
0,UqkrP5O2ToeXRcYbp7okIA,AZ,2
1,UqkrP5O2ToeXRcYbp7okIA,NV,5
0,fIfKT5J7OWnr_sNP7VKkAw,NV,3
0,5G1LLdZNxwswR1TjMfiMig,QC,27
0,9_VZZoTJUGwHhneNYXT1Fw,AZ,67
1,9_VZZoTJUGwHhneNYXT1Fw,NV,1
0,NJqmAzerpbAIC0-VBclwgA,NC,2
1,NJqmAzerpbAIC0-VBclwgA,NV,3
2,NJqmAzerpbAIC0-VBclwgA,OH,133
3,NJqmAzerpbAIC0-VBclwgA,PA,3
4,NJqmAzerpbAIC0-VBclwgA,WI,3
0,ryuGEHOwVP3wYVmnHaeQtg,NC,2
1,ryuGEHOwVP3wYVmnHaeQtg,NV,16
0,bQpon7hzGFydBGmxm6hsQA,NV,1
0,CIZGlEw-Bp0rmkP8M6yQ9Q,NC,1
1,CIZGlEw-Bp0rmkP8M6yQ9Q,NV,10
0,pUQdU4MlkB46jIdYs9oMUA,NV,162
0,DVuPJHEeQTmmInnGlnDQMg,NV,4
0,Im_pTCVCm-xCvvim1JtdPg,AZ,4
1,Im_pTCVCm-xCvvim1JtdPg,NC,3
2,Im_pTCVCm-xCvvim1JtdPg,NV,15
0,2t5m3yLHwx-ZkeFrK9NDCQ,AZ,1
0,wqBVoGwDmvrmUK5FvUMjtg,NV,1
0,rPRy7N3WCD3sVCrF60OOnA,NV,169
0,Gr-MqCunME2K_KmsAwjpTA,NV,42
0,y0eMLg02lCzxu6q6Cacw7Q,AZ,32
1,y0eMLg02lCzxu6q6Cacw7Q,NV,2
0,nYGpgrhX7TfyDWI5SNkZJw,NV,1
0,DZOYd1itp3HOI9Xbg8hzDA,NV,1
0,phjqOFLdBKyk5xpCLdVqLg,NV,1
0,hrHy0S30UgjPy-dj1J4WNA,AZ,54
1,hrHy0S30UgjPy-dj1J4WNA,NV,2
0,AYQGK2AZkIPkrqgAb72Qkg,NV,14
0,RCXX__k3R2Zf1kzmTpopWA,ON,6
1,RCXX__k3R2Zf1kzmTpopWA,WI,1
0,iyhqoE49PTX2VNITzpDw6w,AZ,1
1,iyhqoE49PTX2VNITzpDw6w,NV,66
0,CoS9VbTzh74Hh7FSlAKKVA,ON,3
1,CoS9VbTzh74Hh7FSlAKKVA,PA,1
2,CoS9VbTzh74Hh7FSlAKKVA,QC,1
3,CoS9VbTzh74Hh7FSlAKKVA,WI,2
0,PEjS7EYRg1cfHyx3r-w0qg,OH,65
0,WgEKUJoh5msZlOlTCKnKtg,NC,1
1,WgEKUJoh5msZlOlTCKnKtg,NV,2
2,WgEKUJoh5msZlOlTCKnKtg,PA,80
0,veHj2AUFSfDr4WpiN0pm7w,AZ,1
0,TQuQESqsCIRVa-7tGYYTNQ,AZ,1
1,TQuQESqsCIRVa-7tGYYTNQ,NV,12
0,Rb7_lJWdiceOYXlUJgNoRA,NV,4
0,9ZcoQomh9q8tx6lXjPtctw,ON,14
0,KLX6I1nObmgkex8pbVMhEQ,AZ,1
1,KLX6I1nObmgkex8pbVMhEQ,NV,8
0,Vc4QSYKAOf8NXriGXo919Q,AB,14
1,Vc4QSYKAOf8NXriGXo919Q,NV,4
2,Vc4QSYKAOf8NXriGXo919Q,ON,9
0,pDfc2RILCn6ZwZjyUAeD4w,AZ,50
0,z0i9WcDfq-5t9o0dinYiyQ,OH,3
0,gUa--yI_AClUqIWlJ06ABw,NV,1
0,bGP_-xTv77BTsUEwK9tSEw,AZ,2
0,9SzSlEGovHa7py8fkOvrWQ,NV,8
1,9SzSlEGovHa7py8fkOvrWQ,ON,2
0,dwBvaAz0htpO-Z6kwDRAmA,NV,2
0,yMh4OF_Li2gJzE5rJ8oCbA,AZ,2
1,yMh4OF_Li2gJzE5rJ8oCbA,NV,1
0,MtwoASB3brw7_qQ9Bd9R5A,QC,1
0,AxFluVrPUVN0pPBX7LD--A,OH,1
1,AxFluVrPUVN0pPBX7LD--A,PA,23
0,ThTUiH1fiRTXDqwH_NZHfg,NV,3
1,ThTUiH1fiRTXDqwH_NZHfg,QC,1
0,x-KLJA7nPv8K0JMoTyHGaA,NC,2
0,I0sqdywZr_gXAf6vos-AgA,NV,1
0,WYVbOdVcfOiC-lA1_TfErw,NV,2
0,RFXdqe9P56RI1vW3BhHn6g,PA,69
0,eZfHm0qI8A_HfvXScwIYsg,AZ,53
1,eZfHm0qI8A_HfvXScwIYsg,NV,99
0,25PeNo1zuVkjduF2xDg40w,AZ,15
1,25PeNo1zuVkjduF2xDg40w,NV,1
2,25PeNo1zuVkjduF2xDg40w,OH,5
3,25PeNo1zuVkjduF2xDg40w,PA,1
0,scaxsfOynKUZEijn_UCTkg,WI,23
0,4ULkSSMp3-JH8HegrlfgzQ,AZ,17
1,4ULkSSMp3-JH8HegrlfgzQ,NV,40
0,dctmv6w7ATypOrN3-DVxdQ,PA,1
0,1LQpbQFOp0xEaWKO-0CIbQ,NC,11
0,SD35oARo4MJoYO4_AVRXCg,NV,3
0,pHQcEJbsYThyl_861tc8ug,NV,18
0,trUFnQXasV8l2iJSzZKXrg,NV,14
0,TGdnpYdQgPnKAd7JoC37pQ,NV,20
0,K9hpi-oTovIMkYyYMH6GEg,NV,1
0,WG3w_73scm_JUWJ_3Lgn0Q,NV,12
0,JbPGeqxzhsmlxksZ1VuJ5A,NV,4
0,mZRv579CnBtG--OheLP_bQ,NV,45
0,GqJRlbga27rUpolN-SP9Ig,NC,69
1,GqJRlbga27rUpolN-SP9Ig,NV,12
2,GqJRlbga27rUpolN-SP9Ig,QC,4
3,GqJRlbga27rUpolN-SP9Ig,SC,2
0,3YRIaEjOPoBEz4xoXaJ1jQ,AZ,13
1,3YRIaEjOPoBEz4xoXaJ1jQ,NV,3
0,PYmzvcHnPPyv26HouDdH-A,NV,4
0,SQ7u5RYPPoi5kFb72ugKgg,NV,5
0,Kp5KHBSmV-Htc9NeSjJfPA,NV,325
0,NrSURtBigpxbdfL4nGB-Jg,AZ,5
1,NrSURtBigpxbdfL4nGB-Jg,NV,8
0,6s-g2vFu12OemhiK3FJuOQ,NC,2
1,6s-g2vFu12OemhiK3FJuOQ,NV,39
2,6s-g2vFu12OemhiK3FJuOQ,QC,21
0,QMqSgBqSrlRhz2B0UiORjw,AZ,3
1,QMqSgBqSrlRhz2B0UiORjw,NV,21
2,QMqSgBqSrlRhz2B0UiORjw,ON,1
0,eMIWMnpvjLjEb36e-aQsbw,QC,2
0,KJX8uKN3_xu_lLa4Ft4ASQ,NV,4
0,k2AC19n_dELPeNY9uduwHw,NV,4
0,EqwP7fmp1xcb-pa8F94ouQ,NV,4
0,GH6XqTz5Jx39SobsTYQJXQ,AZ,1
1,GH6XqTz5Jx39SobsTYQJXQ,NV,28
0,UzaSUVElOUwOBY2lcoqTZg,NV,4
0,5UinnGwmJ7giHt7x31sD1A,AZ,19
0,iIcV93pFoFl1U7F2JDKTXg,NV,3
0,fm2npkf_1BNUPRZQbvJA0Q,AZ,2
1,fm2npkf_1BNUPRZQbvJA0Q,NV,23
0,CR-ze9lR7fokp0fM8g5lYw,NC,23
1,CR-ze9lR7fokp0fM8g5lYw,SC,1
0,tTJSvmYUF08vHaiT3_Bkrg,NV,3
0,zBIFEYvXRQLKQbEpSXipIA,AB,15
0,RgJ_nkjVYUKzCr47qJgSSw,ON,24
0,KSMCCu1p3NCN6nZupOE7JQ,NV,19
0,ElFXwD7NXiucNzTC-LY8eQ,NV,10
0,p5gsHzRAjztEiygoSaL24Q,PA,6
0,NfU0zDaTMEQ4-X9dbQWd9A,AZ,2
1,NfU0zDaTMEQ4-X9dbQWd9A,NV,7
2,NfU0zDaTMEQ4-X9dbQWd9A,OH,391
3,NfU0zDaTMEQ4-X9dbQWd9A,PA,3
0,-QCI0pL-_AQnfU3Gyo0ASg,AZ,7
0,M-xJMhi-HphpWaD2992K3A,NV,120
0,P6adC4tul7Q3YA2S7wzh5A,NV,4
0,3h352DEsa-HgjkN2FJsSiA,AZ,1
0,rL1rSdS08VW1SURkgzD_ig,NV,1
0,wSByVbwME4MzgkJaFyfvNg,AZ,11
1,wSByVbwME4MzgkJaFyfvNg,IL,4
2,wSByVbwME4MzgkJaFyfvNg,NV,7
3,wSByVbwME4MzgkJaFyfvNg,OH,2
4,wSByVbwME4MzgkJaFyfvNg,ON,1
0,2wuQW3Phqb5KYqJFbS6K-g,NC,8
0,za6XHFxAQr6iiJN_bMULDA,AZ,1
1,za6XHFxAQr6iiJN_bMULDA,NV,24
0,rA97zeqOrUYuEM69n0Xn4w,AZ,203
1,rA97zeqOrUYuEM69n0Xn4w,NV,6
0,2KnoduMAam0OkBERfv6Uvg,ON,17
0,wVVH8vsOOhdJ-5nigb77xg,OH,12
0,nmqX1cxPOYHwql5e4U9LuA,NV,42
0,j7xPkNqhzH_mlNlD89kwvw,AZ,4
0,jgoG_hHqnhZvQEoBK0-82w,NV,55
0,w7xojpRsl4tJXIg-bufjeA,NV,2
0,XtNQeh1Y9V7TBN014IduBA,NV,2
0,bkft6UDERoz8o64w5XiC6A,AZ,3
1,bkft6UDERoz8o64w5XiC6A,IL,2
2,bkft6UDERoz8o64w5XiC6A,NV,5
3,bkft6UDERoz8o64w5XiC6A,PA,2
0,CsgpAw9MhdNEJHvoevbhKg,WI,14
0,7xL92njxQtQTchzRw5m5Xg,NV,14
0,GthtApRCscifrK-IERpj5Q,NV,4
0,_zPT9ZmR5-nUfsprzIiRew,ON,224
0,XjP0bQouWTavuaGGv5ZQkg,AZ,3
0,E2YWFOG_67SraRIOSdWbpA,AZ,22
0,7Fwns5FXlUJk8XIfO7uscg,QC,2
0,MPVZkp_4qPaI7SiBLdjfew,NC,1
0,ltTLCzM4p-1cnC70SPNfSA,NV,27
1,ltTLCzM4p-1cnC70SPNfSA,ON,1
0,4GUVH30hTi_SjMAargUE6A,NC,1
1,4GUVH30hTi_SjMAargUE6A,PA,1
0,OberW6P_lUSrt1jbNpLHvw,NV,25
1,OberW6P_lUSrt1jbNpLHvw,OH,1
2,OberW6P_lUSrt1jbNpLHvw,PA,1
0,QjMc16MFIeytPROXQRsZgA,NC,13
0,rnAn-M1NuyTvayCJU_omCQ,NV,13
0,pEbSTXnPYqgNhH36cDphcA,AZ,10
0,CY9iLsE2z_yLhLqJdD1WGw,AZ,6
1,CY9iLsE2z_yLhLqJdD1WGw,NV,40
2,CY9iLsE2z_yLhLqJdD1WGw,OH,1
3,CY9iLsE2z_yLhLqJdD1WGw,QC,1
4,CY9iLsE2z_yLhLqJdD1WGw,WI,7
0,OTjWB762JL3hmwnZk7DrKw,ON,37
0,-uybOghOlhc_UHEZvkyShQ,AZ,2
1,-uybOghOlhc_UHEZvkyShQ,NV,14
0,XtXAyFD8i11Vr6HsbdVzMQ,AZ,1
0,wnZH3npBWi42zxt7BUOPhg,AZ,1
0,D4Yywoe-WrRw-evn48vWng,NV,30
0,70_NsdDlnnRm6vh5uqHyDg,NV,2
0,2k8XLUEwA9aLB6SIwZafew,NC,28
0,W81-CPVrM9c6F8XiNuEUvA,NV,22
1,W81-CPVrM9c6F8XiNuEUvA,ON,3
0,slrH6zwPlP8GHbm4lbGLkw,AZ,1
1,slrH6zwPlP8GHbm4lbGLkw,NV,15
0,AJh1guGz6zf4__iblAzuWQ,AZ,2
0,tWVlSt-66fl6bk9_5UzltQ,NV,3
1,tWVlSt-66fl6bk9_5UzltQ,OH,153
0,vBSzgSvcawxtaDuIdi9hCA,AZ,149
0,MrjWsyI5wLyhXsIUbmzt8w,AZ,28
1,MrjWsyI5wLyhXsIUbmzt8w,NV,2
